,250,500,1000,2000,3000,4000,6000,8000
0,1496984824.7991247,776899052.5711704,415977527.6475332,199534302.2772702,131218546.55545124,100028058.8145656,64011866.721316844,47342668.93983945
1,1527565958.874084,743771074.6962296,365453045.39377284,185755778.0317686,123227846.66845946,93889368.39087054,62645968.25347432,47180102.24492938
2,1500738792.1669137,740531662.0171049,372884622.8492634,189608952.64838356,132470833.44588915,96358041.56235297,64708417.11967842,46885958.51663717
3,1482033875.8392048,726803543.9413406,383600453.3634591,182825955.45964408,118657184.78662181,92479522.15011455,61338334.861569285,46019376.07553998
4,1428980444.1444683,727651068.817111,363499760.464586,184515545.94137293,125264102.52143553,91851785.82014982,61233888.5238809,46032866.9095487
5,1420801486.6361032,736434150.7195182,373674492.9341891,181182581.30710965,119905609.50114845,91558555.32491146,62125701.287135944,46588038.31966001
6,1446456860.2131236,747641573.875047,366783805.14236605,190701420.31806424,122973021.87224486,89933579.04025275,60048541.3824592,45888439.83988938
7,1403216477.1132154,711601949.080452,367052997.122532,189348167.02753136,127501503.94654168,93602639.18306789,62712741.70941403,46187099.57565082
8,1423768017.3666103,709519271.9737958,354670674.1413015,183258381.56432527,123743487.77111393,92378260.44013229,60075146.75538202,44891843.399724245
9,1535443953.323464,766473311.4344411,371473585.067109,178607012.7540004,120148472.89936095,91315784.63198015,62230991.96371034,49371328.86719096
10,1483596840.8489294,703206760.195205,348972376.71325433,179003527.31041422,118587475.64105389,89924894.16713521,62522842.09477359,46647569.321106724
11,1496662664.1249852,768923779.9286277,381932639.9460662,194653155.84478372,131927457.81950587,95869489.38330464,61436466.66561675,45307930.12609555
12,1539238457.7738447,768884455.4951744,377125445.90712994,187888378.35056433,126794161.82610549,95781870.24500051,62467945.540321104,47023184.426979296
13,1519201352.0615084,750555416.4970572,366609573.2509372,183964208.74894667,121520984.57132812,91137426.56369239,60529587.39832948,44217987.11594431
14,1535628088.4542696,737057712.1767455,359536710.2599581,184332403.83241037,122088591.74798684,92218966.23323564,64890219.3322403,47569358.6210296
15,1422411833.2330832,741979826.9518559,373290715.5803376,185554051.57271388,122456540.6346798,91850759.45481691,59180689.45902509,44465257.74319509
