,250,500,1000,2000,3000,4000,6000,8000
0,1651837578.2377079,855941735.3370403,411669122.11651486,204630455.169158,137050430.66080883,105019817.6703865,70152817.17747556,52448296.742607184
1,1704706454.8595598,822788312.5540831,418096920.09593165,198354576.88798502,133732596.16345929,100228690.63155398,66953753.17944303,49218274.68226442
2,1651404057.1680503,816667466.5318406,399305807.32359666,201210501.3620877,138600949.70735246,101988384.29871584,68168366.60346004,54232673.49938998
3,1582972080.9532323,770352905.1427281,402195654.50934654,202344828.70465648,135813659.85765314,100048370.13700002,64548042.97011148,48252967.977285884
4,1627248985.0462546,899693769.3902172,445444672.08168304,209033791.79717278,141553118.09520715,108125915.88326532,68904361.47288063,52503062.467687905
5,1680608848.017222,819109009.5626605,439561603.38731396,210428345.29555887,133549963.70085171,98645683.82069117,67175087.78218284,49311338.773937896
6,1592630813.330282,811908026.1603851,395796596.13403064,188991789.7989913,129218409.88174509,98799691.263495,67435335.23983085,51308714.19330262
7,1604978990.7882318,800982304.509098,395026571.46786815,196322944.95309508,130445703.3203653,99610902.24291055,65973294.059705794,49011552.97233617
8,1589676207.2434185,797226394.9111205,405659495.33132803,210206229.86376446,139673995.312638,106317604.6270653,67115803.73414855,49496355.85766776
9,1722784295.2253377,830995630.4936908,,204911580.41642046,132315334.98664634,100599579.63815658,66491573.47602797,51428082.46260054
10,1519316630.3907025,767122755.6236464,,195876042.89784086,135411954.33546388,,67723282.4100844,50383121.77704062
11,1611250583.7414124,784734748.8853915,,200417812.09706134,,,67087920.624386534,
12,1719486591.623217,799558590.9279708,,206699960.05022836,,,68787014.50064784,
13,1615695773.8076477,789218305.784758,,198666415.1864445,,,,
14,1636748012.3240132,805965778.5496923,,197055930.38206565,,,,
15,1651375300.1725442,,,201780505.52159363,,,,
16,1624927631.2756677,,,,,,,
17,1651430226.4714658,,,,,,,
18,1560212737.114574,,,,,,,
19,1537571649.4584394,,,,,,,
20,1591271759.5414457,,,,,,,
21,1636357462.0794206,,,,,,,
22,1626801091.294689,,,,,,,
23,1524221485.9989243,,,,,,,
24,1601652804.7983975,,,,,,,
25,1550962370.499276,,,,,,,
26,1551884449.335789,,,,,,,
27,1589327547.6036215,,,,,,,
28,1609587284.254138,,,,,,,
29,1638620349.5421107,,,,,,,
30,1579139796.9731507,,,,,,,
31,1590328989.9298396,,,,,,,
32,1596758743.62878,,,,,,,
33,1540845917.5693274,,,,,,,
34,2035168885.6292334,,,,,,,
35,1688432647.796566,,,,,,,
36,1602557939.7943163,,,,,,,
37,1603166000.709069,,,,,,,
38,1576129426.291839,,,,,,,
39,1595889377.2416084,,,,,,,
40,1630128406.1659966,,,,,,,
41,1574170453.851141,,,,,,,
42,1592293153.7360497,,,,,,,
43,1630931240.230542,,,,,,,
44,1649094144.114787,,,,,,,
45,1617867194.9483995,,,,,,,
46,1650553977.8344975,,,,,,,
